Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
3253;10032;"Lockwitzer Straße                  ";"    ";"    ";"28  ";"42  ";"Prohlis             ";"Strehlen                 ";762  Strehlen(Rayskistr);"Süd ";01219;158;"  ";"  "
3254;10032;"Lockwitzer Straße                  ";"71  ";"81  ";"48  ";"    ";"Prohlis             ";"Strehlen                 ";765  Strehlen(Eugen-Bracht-Str);"Süd ";01219;158;"  ";"  "
3255;11177;"Lockwitzgrund                      ";"    ";"    ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01257;158;"  ";"  "
3256;10184;"Lockwitztalstraße                  ";"1   ";"35  ";"2   ";"30  ";"Prohlis             ";"Niedersedlitz            ";732  Niedersedlitz(Dorfstr);"Süd ";01259;158;"  ";"  "
3257;10184;"Lockwitztalstraße                  ";"37  ";"55  ";"38  ";"70  ";"Prohlis             ";"Lockwitz                 ";742  Lockwitz;"Süd ";01259;158;"  ";"  "
3258;07137;"Lohmener Straße                    ";"1   ";"7   ";"4   ";"12  ";"Loschwitz           ";"Pillnitz                 ";433  Pillnitz;Nord;01326;159;"  ";"  "
3259;07137;"Lohmener Straße                    ";"9   ";"45  ";"14  ";"38  ";"Loschwitz           ";"Oberpoyritz              ";434  Oberpoyritz;Nord;01326;159;"  ";"  "
3260;10126;"Lohrmannstraße                     ";"1   ";"5   ";"    ";"    ";"Blasewitz           ";"Reick                    ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
3261;10126;"Lohrmannstraße                     ";"11  ";"33  ";"6   ";"38  ";"Prohlis             ";"Reick                    ";771  Reick(Lohrmannstr);"Süd ";01237;158;"  ";"  "
3262;02009;"Lommatzscher Platz                 ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
3263;02014;"Lommatzscher Straße                ";"1   ";"43  ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
3264;02014;"Lommatzscher Straße                ";"    ";"    ";"2   ";"36  ";"Pieschen            ";"Mickten                  ";223  Mickten(Dreyßigplatz);Nord;01139;159;"  ";"  "
3265;02014;"Lommatzscher Straße                ";"    ";"    ";"36b ";"    ";"Pieschen            ";"Mickten                  ";222  Trachau-Süd(Bunsenstr);Nord;01139;159;"  ";"  "
3266;02014;"Lommatzscher Straße                ";"53  ";"121 ";"38  ";"76  ";"Pieschen            ";"Mickten                  ";224  Mickten(Lommatzscher Str);Nord;01139;159;"  ";"  "
3267;02014;"Lommatzscher Straße                ";"    ";"    ";"82  ";"    ";"Pieschen            ";"Kaditz                   ";231  Kaditz(Wächterstr);Nord;01139;159;"  ";"  "
3268;02014;"Lommatzscher Straße                ";"125 ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
3269;07064;"Lomnitzer Straße                   ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";427  Alt-Bühlau/Quohren;Nord;01324;159;"  ";"  "
3270;09225;"Lönsstraße                         ";"    ";"    ";"    ";"    ";"Leuben              ";"Meußlitz                 ";633  Meußlitz;"Süd ";01259;158;"  ";"  "
3271;14121;"Lönsweg                            ";"    ";"    ";"    ";"    ";"Cotta               ";"Cotta                    ";911  Cotta(Cossebauder Str);"Süd ";01157;159;"  ";"  "
3272;08055;"Lortzingstraße                     ";"1   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";076  Johannst.-Süd(Cranachstr);"Süd ";01307;158;"  ";"  "
3273;08055;"Lortzingstraße                     ";"    ";"    ";"8   ";"20  ";"Altstadt            ";"Dresden-Altstadt 2       ";079  Johannst.-Süd(Lortzingstr);"Süd ";01307;158;"  ";"  "
3274;08055;"Lortzingstraße                     ";"25  ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";078  Johannst.-Süd(M.-Cebotari-Str);"Süd ";01307;158;"  ";"  "
3275;08055;"Lortzingstraße                     ";"35  ";"37  ";"30  ";"32  ";"Altstadt            ";"Dresden-Altstadt 2       ";068  Johannst.-N(Uni-Klinikum);"Süd ";01307;158;"  ";"  "
3276;08081;"Löscherstraße                      ";"1   ";"5   ";"6   ";"    ";"Blasewitz           ";"Blasewitz                ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
3277;08081;"Löscherstraße                      ";"7   ";"21a ";"    ";"    ";"Blasewitz           ";"Striesen                 ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
3278;08081;"Löscherstraße                      ";"    ";"    ";"8   ";"    ";"Blasewitz           ";"Dresden-Altstadt 2       ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
3279;08081;"Löscherstraße                      ";"    ";"    ";"16  ";"24a ";"Blasewitz           ";"Striesen                 ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
3280;08081;"Löscherstraße                      ";"25  ";"31  ";"28  ";"32  ";"Blasewitz           ";"Striesen                 ";543  Striesen-West(Wormser Pl);"Süd ";01309;158;"  ";"  "
3281;08081;"Löscherstraße                      ";"33  ";"43  ";"    ";"    ";"Blasewitz           ";"Striesen                 ";542  Striesen-West(Tittmannstr);"Süd ";01309;158;"  ";"  "
3282;07004;"Loschwitzer Brücke                 ";"U   ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";412  Loschwitz(Körnerplatz);Nord;01326;159;"  ";"  "
3283;07004;"Loschwitzer Brücke                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";515  Blasewitz(Oehmestr);"Süd ";01309;158;"  ";"  "
3284;07004;"Loschwitzer Brücke                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";518  Elbwiesen Blasewitz;"Süd ";01309;158;"  ";"  "
3285;07004;"Loschwitzer Brücke                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
3286;08004;"Loschwitzer Straße                 ";"1   ";"15a ";"2   ";"16  ";"Blasewitz           ";"Blasewitz                ";511  Blasewitz(Händelallee);"Süd ";01309;158;"  ";"  "
3287;08004;"Loschwitzer Straße                 ";"17  ";"53  ";"18  ";"58  ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
3288;07161;"Loschwitzer Wiesenweg              ";"U   ";"    ";"    ";"    ";"Loschwitz           ";"Wachwitz                 ";414  Wachwitz;Nord;01326;159;"  ";"  "
3289;07161;"Loschwitzer Wiesenweg              ";"U   ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";412  Loschwitz(Körnerplatz);Nord;01326;159;"  ";"  "
3290;14518;"Lößnitzblick                       ";"    ";"    ";"    ";"    ";"Mobschatz           ";"Mobschatz                ";906  Mobschatz;"Süd ";01156;159;"  ";"  "
3291;05007;"Lößnitzstraße                      ";"3   ";"5   ";"2a  ";"8   ";"Neustadt            ";"Dresden-Neustadt         ";111  Äußere Neust.(Schönbrunnstr);Nord;01097;159;"  ";"  "
3292;05007;"Lößnitzstraße                      ";"7b  ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";131  Innere Neust.(Königstr);Nord;01097;159;"  ";"  "
3293;05007;"Lößnitzstraße                      ";"9   ";"25  ";"12  ";"24  ";"Neustadt            ";"Dresden-Neustadt         ";142  Leipziger Vs.(Rudolfstr);Nord;01097;159;"  ";"  "
3294;04036;"Lößnitzweg                         ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
3295;00077;"Lothringer Straße                  ";"1   ";"7   ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 1       ";024  Pirnaische Vs.(Pestalozzistr);"Süd ";01069;158;"  ";"  "
3296;00077;"Lothringer Straße                  ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";061  Johannst.-Nord(Elsasser Str);"Süd ";01307;158;"  ";"  "
3297;08060;"Lothringer Weg                     ";"1   ";"3   ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";512  Blasewitz(Schillerpl);"Süd ";01309;158;"  ";"  "
3298;08060;"Lothringer Weg                     ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";513  Blasewitz(Waldpark);"Süd ";01309;158;"  ";"  "
3299;08060;"Lothringer Weg                     ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Blasewitz                ";511  Blasewitz(Händelallee);"Süd ";01309;158;"  ";"  "
3300;14394;"Lotte-Meyer-Straße                 ";"    ";"    ";"    ";"    ";"Cotta               ";"Omsewitz                 ";985  Alt-Omsewitz;"Süd ";01157;159;"  ";"  "
3301;07063;"Lotzdorfer Straße                  ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";427  Alt-Bühlau/Quohren;Nord;01324;159;"  ";"  "
3302;14530;"Lotzebachstraße                    ";"3   ";"9   ";"4   ";"    ";"Mobschatz           ";"Rennersdorf              ";908  Rennersdorf;"Süd ";01156;159;"  ";"  "
3303;14530;"Lotzebachstraße                    ";"27  ";"    ";"    ";"    ";"Oberwartha          ";"Oberwartha               ";905  Oberwartha;"Süd ";01156;159;"  ";"  "
3304;14530;"Lotzebachstraße                    ";"31  ";"    ";"    ";"    ";"Mobschatz           ";"Brabschütz               ";907  Alt-Leuteritz/Brabschütz;"Süd ";01156;159;"  ";"  "
3305;12068;"Lotzestraße                        ";"    ";"    ";"    ";"    ";"Plauen              ";"Plauen                   ";864  Plauen(Nöthnitzer Str);"Süd ";01187;158;"  ";"  "
3306;06035;"Louis-Braille-Straße               ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";122  Radeberger Vs.(Forststr);Nord;01099;159;"  ";"  "
3307;06024;"Louisenstraße                      ";"3   ";"37  ";"2   ";"30  ";"Neustadt            ";"Dresden-Neustadt         ";113  Äußere Neust.(Katharinenstr);Nord;01099;159;"  ";"  "
3308;06024;"Louisenstraße                      ";"    ";"    ";"34  ";"66  ";"Neustadt            ";"Dresden-Neustadt         ";114  Äußere Neust.(Böhmische Str);Nord;01099;159;"  ";"  "
3309;06024;"Louisenstraße                      ";"39  ";"77  ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";115  Äußere Neust.(Görlitzer Str);Nord;01099;159;"  ";"  "
3310;06024;"Louisenstraße                      ";"79  ";"95  ";"70  ";"80  ";"Neustadt            ";"Dresden-Neustadt         ";116  Äußere Neust.(Schönfelder Str);Nord;01099;159;"  ";"  "
3311;11279;"Louise-Seidler-Straße              ";"    ";"    ";"    ";"    ";"Prohlis             ";"Mockritz                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01217;158;"  ";"  "
3312;05322;"Louis-Köhler-Weg                   ";"1   ";"11  ";"    ";"    ";"Weixdorf            ";"Lausa                    ";351  Weixdorf;Nord;01108;159;"  ";"  "
3313;05322;"Louis-Köhler-Weg                   ";"13  ";"29  ";"2   ";"16  ";"Weixdorf            ";"Weixdorf                 ";351  Weixdorf;Nord;01108;159;"  ";"  "
3314;09280;"Löwenhainer Straße                 ";"    ";"    ";"2   ";"40  ";"Blasewitz           ";"Seidnitz                 ";554  Seidnitz-Nord(Löwenhainer Str);"Süd ";01279;158;"  ";"  "
3315;09280;"Löwenhainer Straße                 ";"27  ";"33  ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";555  Seidnitz-Nord(Johnsbacher Weg);"Süd ";01279;158;"  ";"  "
3316;06062;"Löwenstraße                        ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";134  Äußere Neust.(Hoyerswerd. Str);Nord;01099;159;"  ";"  "
3317;10262;"Lübbenauer Straße                  ";"1   ";"23  ";"    ";"    ";"Prohlis             ";"Prohlis                  ";773  Reick(Lübbenauer Str);"Süd ";01237;158;"  ";"  "
3318;10262;"Lübbenauer Straße                  ";"    ";"    ";"6   ";"10  ";"Prohlis             ";"Reick                    ";773  Reick(Lübbenauer Str);"Süd ";01237;158;"  ";"  "
3319;14041;"Lübecker Straße                    ";"11  ";"13  ";"4   ";"16  ";"Cotta               ";"Löbtau                   ";921  Löbtau-Nord(Ebertplatz);"Süd ";01159;159;"  ";"  "
3320;14041;"Lübecker Straße                    ";"15  ";"41  ";"    ";"    ";"Cotta               ";"Löbtau                   ";922  Löbtau-Nord(Altlöbtau);"Süd ";01159;159;"  ";"  "
3321;14041;"Lübecker Straße                    ";"    ";"    ";"20  ";"22  ";"Cotta               ";"Dresden-Friedrichstadt   ";916  Friedrichst.-SW(Fröbelstr);"Süd ";01159;159;"  ";"  "
3322;14041;"Lübecker Straße                    ";"47  ";"55  ";"52  ";"70  ";"Cotta               ";"Dresden-Friedrichstadt   ";916  Friedrichst.-SW(Fröbelstr);"Süd ";01157;159;"  ";"  "
3323;14041;"Lübecker Straße                    ";"67  ";"81  ";"    ";"    ";"Cotta               ";"Cotta                    ";915  Cotta(Sachsdorfer Str);"Süd ";01157;159;"  ";"  "
3324;14041;"Lübecker Straße                    ";"87  ";"121 ";"100 ";"108 ";"Cotta               ";"Cotta                    ";912  Cotta(Grillparzerplatz);"Süd ";01157;159;"  ";"  "
3325;05193;"Lubminer Straße                    ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";312  Klotzsche(Lubminer Str);Nord;01109;159;"  ";"  "
3326;06088;"Luboldtstraße                      ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Weißer Hirsch            ";421  Weißer Hirsch;Nord;01324;159;"  ";"  "
3327;10077;"Luchbergstraße                     ";"1   ";"29  ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";566  Seidnitz(Altseidnitz);"Süd ";01237;158;"  ";"  "
3328;10077;"Luchbergstraße                     ";"31  ";"45  ";"2   ";"20  ";"Blasewitz           ";"Seidnitz                 ";562  Seidnitz(Schilfweg);"Süd ";01237;158;"  ";"  "
3329;06133;"Lückendorfer Straße                ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";426  Bühlau(Ullersdorfer Str);Nord;01324;159;"  ";"  "
